season,week,is_final,name,viewers_millions,votes_per_viewer,proportion,proportion_min,proportion_max,proportion_range,proportion_volume,proportion_relative_volume,proportion_relative_volume_root,proportion_volume_reduction,absolute,absolute_min,absolute_max,absolute_range
19,2,False,Antonio Sabato Jr.,12.76,0.51,0.092138,0.003639,0.384989,0.38135,1.06e-14,4.250108709e-07,0.26349,0.80303,604462,23873,2525689,2501816
19,2,False,Jonathan Bennett,12.76,0.51,0.083913,0.000942,0.329796,0.328854,1.06e-14,4.250108709e-07,0.26349,0.80303,550503,6180,2163597,2157417
19,2,False,Lea Thompson,12.76,0.51,0.085321,0.001419,0.371452,0.370033,1.06e-14,4.250108709e-07,0.26349,0.80303,559741,9309,2436878,2427570
19,2,False,Janel Parrish,12.76,0.51,0.085443,0.000905,0.355171,0.354265,1.06e-14,4.250108709e-07,0.26349,0.80303,560541,5939,2330065,2324126
19,2,False,Alfonso Ribeiro,12.76,0.51,0.096909,0.00142,0.374811,0.373391,1.06e-14,4.250108709e-07,0.26349,0.80303,635762,9315,2458911,2449597
19,2,False,Randy Couture,12.76,0.51,0.053594,0.003584,0.080872,0.077288,1.06e-14,4.250108709e-07,0.26349,0.80303,351599,23510,530553,507043
19,2,False,Tommy Chong,12.76,0.51,0.107246,0.00241,0.528879,0.526469,1.06e-14,4.250108709e-07,0.26349,0.80303,703578,15809,3469664,3453855
19,2,False,Betsey Johnson,12.76,0.51,0.106455,0.010683,0.433177,0.422494,1.06e-14,4.250108709e-07,0.26349,0.80303,698389,70086,2841820,2771735
19,2,False,Michael Waltrip,12.76,0.51,0.12264,0.01489,0.323984,0.309095,1.06e-14,4.250108709e-07,0.26349,0.80303,804570,97683,2125470,2027787
19,2,False,Tavis Smiley,12.76,0.51,0.00654,0.000875,0.03801,0.037135,1.06e-14,4.250108709e-07,0.26349,0.80303,42905,5743,249361,243618
19,2,False,Bethany Mota,12.76,0.51,0.084833,0.001901,0.337979,0.336078,1.06e-14,4.250108709e-07,0.26349,0.80303,556542,12474,2217284,2204810
19,2,False,Sadie Robertson,12.76,0.51,0.074968,0.000963,0.370058,0.369095,1.06e-14,4.250108709e-07,0.26349,0.80303,491819,6316,2427730,2421414
19,3,False,Antonio Sabato Jr.,12.5,0.51,0.093798,0.003639,0.405566,0.401927,4.622e-13,1.6771375459e-06,0.264519,0.429993,602816,23387,2606468,2583081
19,3,False,Jonathan Bennett,12.5,0.51,0.115087,0.006011,0.367806,0.361795,4.622e-13,1.6771375459e-06,0.264519,0.429993,739632,38631,2363792,2325161
19,3,False,Lea Thompson,12.5,0.51,0.097589,0.005331,0.370799,0.365467,4.622e-13,1.6771375459e-06,0.264519,0.429993,627180,34263,2383025,2348762
19,3,False,Janel Parrish,12.5,0.51,0.132074,0.000905,0.393181,0.392275,4.622e-13,1.6771375459e-06,0.264519,0.429993,848805,5818,2526867,2521049
19,3,False,Alfonso Ribeiro,12.5,0.51,0.106589,0.00142,0.412821,0.411401,4.622e-13,1.6771375459e-06,0.264519,0.429993,685020,9125,2653088,2643963
19,3,False,Randy Couture,12.5,0.51,0.012424,0.003584,0.053385,0.049802,4.622e-13,1.6771375459e-06,0.264519,0.429993,79843,23031,343094,320063
19,3,False,Tommy Chong,12.5,0.51,0.091148,0.013371,0.375493,0.362122,4.622e-13,1.6771375459e-06,0.264519,0.429993,585786,85933,2413192,2327260
19,3,False,Betsey Johnson,12.5,0.51,0.057877,0.010683,0.081242,0.070559,4.622e-13,1.6771375459e-06,0.264519,0.429993,371959,68657,522119,453462
19,3,False,Michael Waltrip,12.5,0.51,0.106652,0.01489,0.361994,0.347105,4.622e-13,1.6771375459e-06,0.264519,0.429993,685425,95692,2326441,2230749
19,3,False,Bethany Mota,12.5,0.51,0.101011,0.001901,0.375989,0.374088,4.622e-13,1.6771375459e-06,0.264519,0.429993,649174,12220,2416384,2404164
19,3,False,Sadie Robertson,12.5,0.51,0.08575,0.003924,0.242411,0.238487,4.622e-13,1.6771375459e-06,0.264519,0.429993,551095,25221,1557913,1532692
19,4,False,Antonio Sabato Jr.,12.74,0.51,0.110906,0.018988,0.34181,0.322822,7.2091e-12,2.6160509812e-06,0.239739,0.227176,726448,124374,2238896,2114522
19,4,False,Jonathan Bennett,12.74,0.51,0.074795,0.030067,0.083502,0.053435,7.2091e-12,2.6160509812e-06,0.239739,0.227176,489915,196944,546948,350003
19,4,False,Lea Thompson,12.74,0.51,0.09867,0.005331,0.32221,0.316879,7.2091e-12,2.6160509812e-06,0.239739,0.227176,646299,34921,2110520,2075598
19,4,False,Janel Parrish,12.74,0.51,0.126975,0.003588,0.446566,0.442978,7.2091e-12,2.6160509812e-06,0.239739,0.227176,831700,23501,2925064,2901563
19,4,False,Alfonso Ribeiro,12.74,0.51,0.089084,0.00324,0.254291,0.251051,7.2091e-12,2.6160509812e-06,0.239739,0.227176,583510,21221,1665637,1644417
19,4,False,Tommy Chong,12.74,0.51,0.119108,0.021839,0.428878,0.407039,7.2091e-12,2.6160509812e-06,0.239739,0.227176,780175,143047,2809207,2666160
19,4,False,Betsey Johnson,12.74,0.51,0.014713,0.010683,0.064233,0.053549,7.2091e-12,2.6160509812e-06,0.239739,0.227176,96374,69976,420731,350756
19,4,False,Michael Waltrip,12.74,0.51,0.14584,0.032238,0.37409,0.341852,7.2091e-12,2.6160509812e-06,0.239739,0.227176,955271,211161,2450338,2239177
19,4,False,Bethany Mota,12.74,0.51,0.111176,0.003265,0.429375,0.42611,7.2091e-12,2.6160509812e-06,0.239739,0.227176,728220,21383,2812460,2791077
19,4,False,Sadie Robertson,12.74,0.51,0.108733,0.005566,0.295797,0.290231,7.2091e-12,2.6160509812e-06,0.239739,0.227176,712215,36457,1937507,1901049
19,6,False,Antonio Sabato Jr.,12.58,0.51,0.085616,0.060995,0.114718,0.053723,5.94422e-11,2.3967085442e-06,0.198359,0.035671,553756,394509,741984,347475
19,6,False,Jonathan Bennett,12.58,0.51,0.030334,0.030067,0.049861,0.019794,5.94422e-11,2.3967085442e-06,0.198359,0.035671,196198,194471,322497,128026
19,6,False,Lea Thompson,12.58,0.51,0.174721,0.048273,0.374309,0.326036,5.94422e-11,2.3967085442e-06,0.198359,0.035671,1130071,312225,2420984,2108759
19,6,False,Janel Parrish,12.58,0.51,0.088807,0.029957,0.311613,0.281656,5.94422e-11,2.3967085442e-06,0.198359,0.035671,574391,193761,2015471,1821711
19,6,False,Alfonso Ribeiro,12.58,0.51,0.129206,0.040793,0.318523,0.277731,5.94422e-11,2.3967085442e-06,0.198359,0.035671,835689,263841,2060166,1796325
19,6,False,Tommy Chong,12.58,0.51,0.120462,0.0587,0.339296,0.280596,5.94422e-11,2.3967085442e-06,0.198359,0.035671,779130,379664,2194520,1814857
19,6,False,Michael Waltrip,12.58,0.51,0.120396,0.048272,0.363425,0.315153,5.94422e-11,2.3967085442e-06,0.198359,0.035671,778705,312216,2350581,2038365
19,6,False,Bethany Mota,12.58,0.51,0.15434,0.029305,0.338735,0.30943,5.94422e-11,2.3967085442e-06,0.198359,0.035671,998252,189542,2190891,2001349
19,6,False,Sadie Robertson,12.58,0.51,0.096117,0.041066,0.25478,0.213714,5.94422e-11,2.3967085442e-06,0.198359,0.035671,621675,265612,1647885,1382274
19,7,False,Antonio Sabato Jr.,12.62,0.51,0.061184,0.060995,0.07006,0.009065,5.2511e-11,2.646553744e-07,0.114917,0.000494,396985,395763,454578,58815
19,7,False,Lea Thompson,12.62,0.51,0.14442,0.078359,0.239415,0.161057,5.2511e-11,2.646553744e-07,0.114917,0.000494,937061,508426,1553431,1045005
19,7,False,Janel Parrish,12.62,0.51,0.135836,0.072219,0.276899,0.20468,5.2511e-11,2.646553744e-07,0.114917,0.000494,881362,468587,1796642,1328055
19,7,False,Alfonso Ribeiro,12.62,0.51,0.165434,0.09711,0.287093,0.189983,5.2511e-11,2.646553744e-07,0.114917,0.000494,1073406,630091,1862783,1232692
19,7,False,Tommy Chong,12.62,0.51,0.159492,0.078828,0.26879,0.189962,5.2511e-11,2.646553744e-07,0.114917,0.000494,1034854,511471,1744024,1232554
19,7,False,Michael Waltrip,12.62,0.51,0.108472,0.078388,0.149233,0.070845,5.2511e-11,2.646553744e-07,0.114917,0.000494,703812,508612,968287,459674
19,7,False,Bethany Mota,12.62,0.51,0.104969,0.062268,0.177856,0.115588,5.2511e-11,2.646553744e-07,0.114917,0.000494,681081,404022,1154009,749987
19,7,False,Sadie Robertson,12.62,0.51,0.120194,0.093713,0.213503,0.119791,5.2511e-11,2.646553744e-07,0.114917,0.000494,779871,608049,1385303,777253
19,8,False,Lea Thompson,13.09,0.51,0.134504,0.078359,0.154295,0.075936,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,905220,527361,1038414,511054
19,8,False,Janel Parrish,13.09,0.51,0.11485,0.072219,0.273664,0.201445,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,772952,486039,1841782,1355743
19,8,False,Alfonso Ribeiro,13.09,0.51,0.168082,0.09711,0.302994,0.205884,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,1131205,653557,2039171,1385614
19,8,False,Tommy Chong,13.09,0.51,0.134072,0.078828,0.30149,0.222662,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,902313,530519,2029052,1498533
19,8,False,Michael Waltrip,13.09,0.51,0.095413,0.078388,0.126391,0.048003,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,642138,527554,850620,323066
19,8,False,Bethany Mota,13.09,0.51,0.198813,0.072245,0.247916,0.175671,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,1338024,486214,1668495,1182281
19,8,False,Sadie Robertson,13.09,0.51,0.154266,0.093713,0.283563,0.18985,1.6072233e-09,1.1572007979e-06,0.102463,0.000592,1038224,630695,1908403,1277708
19,9,False,Lea Thompson,13.3,0.51,0.08857,0.078359,0.118683,0.040324,8.816218598e-06,0.0010579462317572,0.254035,0.011965,605644,535821,811561,275740
19,9,False,Janel Parrish,13.3,0.51,0.201484,0.072219,0.400055,0.327836,8.816218598e-06,0.0010579462317572,0.254035,0.011965,1377758,493836,2735596,2241760
19,9,False,Alfonso Ribeiro,13.3,0.51,0.176974,0.09711,0.414361,0.317251,8.816218598e-06,0.0010579462317572,0.254035,0.011965,1210155,664042,2833422,2169380
19,9,False,Tommy Chong,13.3,0.51,0.188955,0.11236,0.219633,0.107274,8.816218598e-06,0.0010579462317572,0.254035,0.011965,1292085,768320,1501861,733542
19,9,False,Bethany Mota,13.3,0.51,0.178999,0.076713,0.374307,0.297594,8.816218598e-06,0.0010579462317572,0.254035,0.011965,1224000,524568,2559529,2034961
19,9,False,Sadie Robertson,13.3,0.51,0.165018,0.093713,0.406424,0.312712,8.816218598e-06,0.0010579462317572,0.254035,0.011965,1128403,640813,2779149,2138336
19,10,False,Janel Parrish,14.29,0.51,0.222246,0.089241,0.333178,0.243937,0.0001883916875976,0.0045214005023435,0.259309,0.022581,1632848,655660,2447875,1792215
19,10,False,Alfonso Ribeiro,14.29,0.51,0.230838,0.114316,0.533045,0.418729,0.0001883916875976,0.0045214005023435,0.259309,0.022581,1695975,839883,3916301,3076419
19,10,False,Tommy Chong,14.29,0.51,0.118415,0.11236,0.173838,0.061478,0.0001883916875976,0.0045214005023435,0.259309,0.022581,870002,825510,1277192,451682
19,10,False,Bethany Mota,14.29,0.51,0.164949,0.076713,0.251666,0.174953,0.0001883916875976,0.0045214005023435,0.259309,0.022581,1211886,563615,1849005,1285390
19,10,False,Sadie Robertson,14.29,0.51,0.263553,0.097215,0.455808,0.358593,0.0001883916875976,0.0045214005023435,0.259309,0.022581,1936333,714245,3348842,2634597
19,11,True,Janel Parrish,14.87,0.51,0.160187,0.089241,0.290309,0.201068,0.0021356628261897,0.0128139769571384,0.234007,0.348775,1224669,682271,2219486,1537214
19,11,True,Alfonso Ribeiro,14.87,0.51,0.463869,0.259824,0.706882,0.447058,0.0021356628261897,0.0128139769571384,0.234007,0.348775,3546391,1986416,5404286,3417870
19,11,True,Bethany Mota,14.87,0.51,0.10044,0.076713,0.232459,0.155746,0.0021356628261897,0.0128139769571384,0.234007,0.348775,767891,586491,1777209,1190719
19,11,True,Sadie Robertson,14.87,0.51,0.275504,0.111884,0.412743,0.30086,0.0021356628261897,0.0128139769571384,0.234007,0.348775,2106294,855378,3155524,2300146
20,2,False,Suzanne Somers,13.85,0.51,0.104748,0.01393,0.387295,0.373365,3.2e-15,1.260233831e-07,0.235922,0.52459,745890,99190,2757857,2658668
20,2,False,Willow Shields,13.85,0.51,0.072859,0.00247,0.283303,0.280833,3.2e-15,1.260233831e-07,0.235922,0.52459,518816,17590,2017349,1999759
20,2,False,Riker Lynch,13.85,0.51,0.079567,0.002745,0.388865,0.38612,3.2e-15,1.260233831e-07,0.235922,0.52459,566580,19547,2769038,2749491
20,2,False,Rumer Willis,13.85,0.51,0.084654,0.002145,0.390653,0.388507,3.2e-15,1.260233831e-07,0.235922,0.52459,602808,15278,2781769,2766491
20,2,False,Nastia Liukin,13.85,0.51,0.086449,0.002061,0.380822,0.378762,3.2e-15,1.260233831e-07,0.235922,0.52459,615587,14673,2711769,2697096
20,2,False,Michael Sam,13.85,0.51,0.104645,0.012883,0.508887,0.496003,3.2e-15,1.260233831e-07,0.235922,0.52459,745156,91738,3623691,3531953
20,2,False,Robert Herjavec,13.85,0.51,0.095896,0.012184,0.329532,0.317348,3.2e-15,1.260233831e-07,0.235922,0.52459,682861,86759,2346537,2259778
20,2,False,Charlotte McKinney,13.85,0.51,0.063108,0.017084,0.084102,0.067018,3.2e-15,1.260233831e-07,0.235922,0.52459,449383,121651,598877,477226
20,2,False,Noah Galloway,13.85,0.51,0.10022,0.015056,0.31932,0.304264,3.2e-15,1.260233831e-07,0.235922,0.52459,713645,107212,2273822,2166610
20,2,False,Redfoo,13.85,0.51,0.005877,3.2e-05,0.022113,0.022081,3.2e-15,1.260233831e-07,0.235922,0.52459,41846,230,157462,157232
20,2,False,Patti LaBelle,13.85,0.51,0.094572,0.010944,0.369961,0.359018,3.2e-15,1.260233831e-07,0.235922,0.52459,673427,77927,2634429,2556502
20,2,False,Chris Soules,13.85,0.51,0.107406,0.033407,0.387768,0.35436,3.2e-15,1.260233831e-07,0.235922,0.52459,764822,237887,2761225,2523338
20,3,False,Suzanne Somers,13.76,0.51,0.098682,0.01393,0.363163,0.349233,1.508e-13,5.473534075e-07,0.236498,0.127429,698130,98545,2569212,2470667
20,3,False,Willow Shields,13.76,0.51,0.074872,0.003373,0.281013,0.27764,1.508e-13,5.473534075e-07,0.236498,0.127429,529684,23862,1988037,1964175
20,3,False,Riker Lynch,13.76,0.51,0.10589,0.004546,0.270004,0.265458,1.508e-13,5.473534075e-07,0.236498,0.127429,749124,32161,1910159,1877998
20,3,False,Rumer Willis,13.76,0.51,0.104893,0.008311,0.389346,0.381036,1.508e-13,5.473534075e-07,0.236498,0.127429,742070,58794,2754450,2695656
20,3,False,Nastia Liukin,13.76,0.51,0.104371,0.007766,0.377313,0.369547,1.508e-13,5.473534075e-07,0.236498,0.127429,738376,54939,2669320,2614382
20,3,False,Michael Sam,13.76,0.51,0.057478,0.014847,0.077623,0.062776,1.508e-13,5.473534075e-07,0.236498,0.127429,406628,105038,549151,444113
20,3,False,Robert Herjavec,13.76,0.51,0.105732,0.012184,0.351645,0.339461,1.508e-13,5.473534075e-07,0.236498,0.127429,748008,86196,2487727,2401532
20,3,False,Charlotte McKinney,13.76,0.51,0.019616,0.017084,0.046766,0.029682,1.508e-13,5.473534075e-07,0.236498,0.127429,138773,120861,330849,209988
20,3,False,Noah Galloway,13.76,0.51,0.116825,0.015056,0.341433,0.326377,1.508e-13,5.473534075e-07,0.236498,0.127429,826483,106516,2415485,2308969
20,3,False,Patti LaBelle,13.76,0.51,0.115503,0.020589,0.346426,0.325837,1.508e-13,5.473534075e-07,0.236498,0.127429,817130,145659,2450810,2305151
20,3,False,Chris Soules,13.76,0.51,0.09614,0.033407,0.399825,0.366418,1.508e-13,5.473534075e-07,0.236498,0.127429,680145,236341,2828581,2592240
20,4,False,Suzanne Somers,13.75,0.51,0.079983,0.029894,0.097966,0.068072,1.07841e-11,3.9133360561e-06,0.25071,0.18467,565429,211334,692560,481226
20,4,False,Willow Shields,13.75,0.51,0.066749,0.003373,0.327779,0.324406,1.07841e-11,3.9133360561e-06,0.25071,0.18467,471875,23845,2317201,2293355
20,4,False,Riker Lynch,13.75,0.51,0.11063,0.013433,0.31677,0.303337,1.07841e-11,3.9133360561e-06,0.25071,0.18467,782091,94963,2239379,2144416
20,4,False,Rumer Willis,13.75,0.51,0.141336,0.010647,0.436112,0.425465,1.07841e-11,3.9133360561e-06,0.25071,0.18467,999159,75269,3083056,3007787
20,4,False,Nastia Liukin,13.75,0.51,0.116126,0.007766,0.424079,0.416313,1.07841e-11,3.9133360561e-06,0.25071,0.18467,820944,54899,2997989,2943090
20,4,False,Michael Sam,13.75,0.51,0.01768,0.014847,0.052856,0.038009,1.07841e-11,3.9133360561e-06,0.25071,0.18467,124986,104961,373661,268699
20,4,False,Robert Herjavec,13.75,0.51,0.106395,0.012184,0.365278,0.353094,1.07841e-11,3.9133360561e-06,0.25071,0.18467,752149,86133,2582302,2496169
20,4,False,Noah Galloway,13.75,0.51,0.124905,0.015056,0.365436,0.350379,1.07841e-11,3.9133360561e-06,0.25071,0.18467,883004,106438,2583414,2476975
20,4,False,Patti LaBelle,13.75,0.51,0.124791,0.025764,0.323991,0.298227,1.07841e-11,3.9133360561e-06,0.25071,0.18467,882199,182137,2290425,2108288
20,4,False,Chris Soules,13.75,0.51,0.111406,0.033407,0.446591,0.413184,1.07841e-11,3.9133360561e-06,0.25071,0.18467,787573,236169,3157134,2920965
20,5,False,Suzanne Somers,13.89,0.51,0.032072,0.029894,0.061511,0.031617,1.326313e-10,5.3476947523e-06,0.219291,0.090481,229042,213486,439272,225786
20,5,False,Willow Shields,13.89,0.51,0.096745,0.013946,0.294046,0.2801,1.326313e-10,5.3476947523e-06,0.219291,0.090481,690893,99597,2099898,2000301
20,5,False,Riker Lynch,13.89,0.51,0.092276,0.013433,0.349126,0.335693,1.326313e-10,5.3476947523e-06,0.219291,0.090481,658982,95930,2493245,2397314
20,5,False,Rumer Willis,13.89,0.51,0.09996,0.010647,0.315995,0.305347,1.326313e-10,5.3476947523e-06,0.219291,0.090481,713857,76035,2256640,2180605
20,5,False,Nastia Liukin,13.89,0.51,0.111272,0.015291,0.338118,0.322827,1.326313e-10,5.3476947523e-06,0.219291,0.090481,794637,109199,2414632,2305433
20,5,False,Robert Herjavec,13.89,0.51,0.173735,0.048587,0.418134,0.369548,1.326313e-10,5.3476947523e-06,0.219291,0.090481,1240710,346976,2986060,2639084
20,5,False,Noah Galloway,13.89,0.51,0.18079,0.045277,0.418292,0.373015,1.326313e-10,5.3476947523e-06,0.219291,0.090481,1291089,323340,2987183,2663843
20,5,False,Patti LaBelle,13.89,0.51,0.090291,0.043915,0.111109,0.067194,1.326313e-10,5.3476947523e-06,0.219291,0.090481,644800,313614,793469,479856
20,5,False,Chris Soules,13.89,0.51,0.122858,0.041692,0.343708,0.302016,1.326313e-10,5.3476947523e-06,0.219291,0.090481,877379,297736,2454549,2156813
20,6,False,Willow Shields,13.42,0.51,0.095038,0.044488,0.112904,0.068416,1.83122e-10,9.229349435e-07,0.137367,0.001766,655737,306955,779011,472055
20,6,False,Riker Lynch,13.42,0.51,0.078182,0.033675,0.233681,0.200006,1.83122e-10,9.229349435e-07,0.137367,0.001766,539437,232348,1612338,1379991
20,6,False,Rumer Willis,13.42,0.51,0.228663,0.057256,0.363356,0.306099,1.83122e-10,9.229349435e-07,0.137367,0.001766,1577715,395055,2507060,2112005
20,6,False,Nastia Liukin,13.42,0.51,0.116551,0.0544,0.289477,0.235077,1.83122e-10,9.229349435e-07,0.137367,0.001766,804171,375346,1997319,1621973
20,6,False,Robert Herjavec,13.42,0.51,0.080627,0.054635,0.242026,0.187392,1.83122e-10,9.229349435e-07,0.137367,0.001766,556306,376965,1669920,1292955
20,6,False,Noah Galloway,13.42,0.51,0.17907,0.098871,0.305813,0.206942,1.83122e-10,9.229349435e-07,0.137367,0.001766,1235534,682183,2110032,1427848
20,6,False,Patti LaBelle,13.42,0.51,0.044117,0.043915,0.054118,0.010204,1.83122e-10,9.229349435e-07,0.137367,0.001766,304399,303002,373403,70402
20,6,False,Chris Soules,13.42,0.51,0.177752,0.086743,0.393561,0.306818,1.83122e-10,9.229349435e-07,0.137367,0.001766,1226444,598504,2715467,2116963
20,7,False,Willow Shields,13.22,0.51,0.049514,0.044488,0.087905,0.043417,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,336539,302381,597482,295101
20,7,False,Riker Lynch,13.22,0.51,0.181249,0.088966,0.287799,0.198834,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,1231933,604691,1956148,1351457
20,7,False,Rumer Willis,13.22,0.51,0.176919,0.060807,0.395506,0.334699,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,1202507,413302,2688223,2274920
20,7,False,Nastia Liukin,13.22,0.51,0.133149,0.0544,0.343596,0.289196,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,905005,369752,2335391,1965639
20,7,False,Robert Herjavec,13.22,0.51,0.147936,0.085256,0.210549,0.125293,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,1005511,579479,1431086,851607
20,7,False,Noah Galloway,13.22,0.51,0.169596,0.098871,0.359932,0.261061,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,1152731,672017,2446424,1774408
20,7,False,Chris Soules,13.22,0.51,0.141636,0.094153,0.200624,0.106471,3.41773754e-08,2.46077103004e-05,0.170547,0.020725,962690,639950,1363626,723676
20,8,False,Riker Lynch,12.43,0.51,0.164381,0.089761,0.375704,0.285943,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,1050517,573638,2401030,1827392
20,8,False,Rumer Willis,12.43,0.51,0.198811,0.078632,0.483411,0.40478,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,1270550,502515,3089358,2586843
20,8,False,Nastia Liukin,12.43,0.51,0.196045,0.078526,0.243734,0.165207,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,1252873,501841,1557639,1055798
20,8,False,Robert Herjavec,12.43,0.51,0.107365,0.085256,0.167044,0.081788,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,686140,544851,1067536,522685
20,8,False,Noah Galloway,12.43,0.51,0.227867,0.132732,0.415866,0.283135,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,1456243,848253,2657696,1809442
20,8,False,Chris Soules,12.43,0.51,0.105531,0.094153,0.151636,0.057483,3.7150185389e-06,0.0004458022246644,0.213712,0.009117,674424,601708,969070,367362
20,9,False,Riker Lynch,13.48,0.51,0.229032,0.089762,0.499285,0.409523,0.0052824200481741,0.0316945202890449,0.316467,0.150691,1587331,622102,3460337,2838235
20,9,False,Rumer Willis,13.48,0.51,0.391672,0.169709,0.658501,0.488792,0.0052824200481741,0.0316945202890449,0.316467,0.150691,2714518,1176184,4563799,3387615
20,9,False,Nastia Liukin,13.48,0.51,0.124253,0.078528,0.209849,0.131322,0.0052824200481741,0.0316945202890449,0.316467,0.150691,861145,544244,1454381,910138
20,9,False,Noah Galloway,13.48,0.51,0.255043,0.132732,0.355621,0.222889,0.0052824200481741,0.0316945202890449,0.316467,0.150691,1767598,919911,2464665,1544754
20,10,True,Riker Lynch,14.35,0.51,0.304319,0.102014,0.43156,0.329546,0.0363388494856411,0.0726776989712823,0.269588,0.404427,2245232,752650,3184003,2431354
20,10,True,Rumer Willis,14.35,0.51,0.46757,0.331349,0.765254,0.433905,0.0363388494856411,0.0726776989712823,0.269588,0.404427,3449679,2444656,5645960,3201304
20,10,True,Noah Galloway,14.35,0.51,0.228111,0.132732,0.341711,0.208979,0.0363388494856411,0.0726776989712823,0.269588,0.404427,1682981,979282,2521106,1541824
21,2,False,Gary Busey,11.46,0.51,0.080069,0.024942,0.10545,0.080508,1e-16,6.0837719e-08,0.250427,0.333333,471766,146960,621315,474355
21,2,False,Alexa PenaVega,11.46,0.51,0.089918,0.002527,0.474173,0.471647,1e-16,6.0837719e-08,0.250427,0.333333,529801,14887,2793845,2778958
21,2,False,Carlos PenaVega,11.46,0.51,0.114866,0.005996,0.317304,0.311308,1e-16,6.0837719e-08,0.250427,0.333333,676795,35329,1869566,1834238
21,2,False,Victor Espinoza,11.46,0.51,0.01339,0.000366,0.052176,0.05181,1e-16,6.0837719e-08,0.250427,0.333333,78892,2157,307422,305265
21,2,False,Alek Skarlatos,11.46,0.51,0.087736,0.005821,0.522758,0.516937,1e-16,6.0837719e-08,0.250427,0.333333,516941,34297,3080104,3045808
21,2,False,Chaka Khan,11.46,0.51,0.020656,0.000374,0.058074,0.0577,1e-16,6.0837719e-08,0.250427,0.333333,121706,2204,342176,339972
21,2,False,Andy Grammer,11.46,0.51,0.105597,0.001411,0.458967,0.457556,1e-16,6.0837719e-08,0.250427,0.333333,622179,8316,2704248,2695932
21,2,False,Tamar Braxton,11.46,0.51,0.092891,0.002122,0.385072,0.38295,1e-16,6.0837719e-08,0.250427,0.333333,547314,12501,2268855,2256355
21,2,False,Nick Carter,11.46,0.51,0.100301,0.000683,0.488474,0.487791,1e-16,6.0837719e-08,0.250427,0.333333,590976,4025,2878106,2874082
21,2,False,Hayes Grier,11.46,0.51,0.093181,0.001691,0.376443,0.374752,1e-16,6.0837719e-08,0.250427,0.333333,549023,9963,2218015,2208052
21,2,False,Bindi Irwin,11.46,0.51,0.090689,0.000278,0.509859,0.509582,1e-16,6.0837719e-08,0.250427,0.333333,534345,1635,3004106,3002471
21,2,False,Kim Zolciak-Biermann,11.46,0.51,0.013092,0.000253,0.047834,0.04758,1e-16,6.0837719e-08,0.250427,0.333333,77136,1493,281838,280345
21,2,False,Paula Deen,11.46,0.51,0.097616,0.012114,0.449078,0.436964,1e-16,6.0837719e-08,0.250427,0.333333,575155,71375,2645979,2574604
21,4,False,Gary Busey,11.82,0.51,0.028038,0.024942,0.051013,0.026071,2.27926e-11,8.2709700131e-06,0.272448,0.332497,170393,151576,310015,158439
21,4,False,Alexa PenaVega,11.82,0.51,0.112775,0.006648,0.403167,0.396519,2.27926e-11,8.2709700131e-06,0.272448,0.332497,685346,40401,2450092,2409691
21,4,False,Carlos PenaVega,11.82,0.51,0.116727,0.005997,0.475385,0.469388,2.27926e-11,8.2709700131e-06,0.272448,0.332497,709363,36447,2888973,2852526
21,4,False,Alek Skarlatos,11.82,0.51,0.085252,0.008257,0.468596,0.460339,2.27926e-11,8.2709700131e-06,0.272448,0.332497,518090,50179,2847712,2797533
21,4,False,Andy Grammer,11.82,0.51,0.107026,0.001677,0.319673,0.317997,2.27926e-11,8.2709700131e-06,0.272448,0.332497,650412,10190,1942694,1932504
21,4,False,Tamar Braxton,11.82,0.51,0.127667,0.002128,0.402671,0.400543,2.27926e-11,8.2709700131e-06,0.272448,0.332497,775848,12933,2447079,2434146
21,4,False,Nick Carter,11.82,0.51,0.103394,0.002397,0.339352,0.336955,2.27926e-11,8.2709700131e-06,0.272448,0.332497,628337,14567,2062282,2047714
21,4,False,Hayes Grier,11.82,0.51,0.118323,0.002787,0.388229,0.385442,2.27926e-11,8.2709700131e-06,0.272448,0.332497,719061,16935,2359313,2342377
21,4,False,Bindi Irwin,11.82,0.51,0.122886,0.003124,0.406693,0.403568,2.27926e-11,8.2709700131e-06,0.272448,0.332497,746790,18987,2471520,2452533
21,4,False,Paula Deen,11.82,0.51,0.077912,0.016657,0.117669,0.101012,2.27926e-11,8.2709700131e-06,0.272448,0.332497,473481,101225,715086,613861
